,Unnamed: 0,type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc,keyword
116,208,article,1121475,David  Callele and Dwight  Makaroff,,,,Teaching Requirements Engineering to an Unsuspecting Audience,433--437,,5.0,"pedagogy, requirements engineering, software engineering",10.1145/1124706.1121475,SIGCSE Bull.,March 2006,38,1.0,,March,2006.0,0097-8418,,,,,,ACM,"New York, NY, USA",software engineering education strategies
118,210,article,2490268,Adelina  Basholli and Fesal  Baxhaku and Dimitris  Dranidis and Thanos  Hatziapostolou,,,,Fair Assessment in Software Engineering Capstone Projects,244--250,,7.0,"capstone projects, peer assessment, software engineering education",10.1145/2490257.2490268,,,,,,,2013.0,,Proceedings of the 6th Balkan Conference in Informatics,BCI '13,,978-1-4503-1851-8,"Thessaloniki, Greece",ACM,"New York, NY, USA",software engineering education strategies
119,211,article,2445338,Wade  Fagen and Samuel  Kamin,,,,Measuring Increased Engagement Using Tablet PCs in a Code Review Class,465--470,,6.0,"audio analysis, education, software engineering, tablet computers",10.1145/2445196.2445338,,,,,,,2013.0,,Proceeding of the 44th ACM Technical Symposium on Computer Science Education,SIGCSE '13,,978-1-4503-1868-6,"Denver, Colorado, USA",ACM,"New York, NY, USA",software engineering education strategies
121,215,article,337203,Anke  Drappa and Jochen  Ludewig,,,,Simulation in Software Engineering Training,199--208,,10.0,"experiment, quality assurance, simulation, software engineering education, software process modeling, training",10.1145/337180.337203,,,,,,,2000.0,,Proceedings of the 22Nd International Conference on Software Engineering,ICSE '00,,1-58113-206-9,"Limerick, Ireland",ACM,"New York, NY, USA",software engineering education strategies
122,216,article,1833324,A. C&#233;sar C. Fran&#231;a and Fabio Q. B. da Silva,,,,Designing Motivation Strategies for Software Engineering Teams: An Empirical Study,84--91,,8.0,"motivation, people management, software engineering, software teams",10.1145/1833310.1833324,,,,,,,2010.0,,Proceedings of the 2010 ICSE Workshop on Cooperative and Human Aspects of Software Engineering,CHASE '10,,978-1-60558-966-4,"Cape Town, South Africa",ACM,"New York, NY, USA",software engineering education strategies
123,217,article,2791396,Linda  Marshall and Vreda  Pieterse and Lisa  Thompson and Dina M. Venter,,,,Exploration of Participation in Student Software Engineering Teams,5:1--5:38,5.0,38.0,"Software engineering, soft skills, teaching teamwork, team formation, team management",10.1145/2791396,Trans. Comput. Educ.,March 2016,16,2.0,,February,2016.0,1946-6226,,,,,,ACM,"New York, NY, USA",software engineering education strategies
124,223,article,1047401,Marc  Bernstein and Kelly M. FitzGerald and James P. Macdonell and Arturo I. Concepcion,,,,AlgorithmA Project: The Ten-week Mock Software Company,142--146,,5.0,"management, software engineering, software process",10.1145/1047124.1047401,SIGCSE Bull.,2005,37,1.0,,February,2005.0,0097-8418,,,,,,ACM,"New York, NY, USA",software engineering education strategies
24,45,article,3019961,Emmanuelle Guti&#233;rrez y Restrepo and Francisco Garc&#237;a Garc&#237;a,,,,Nonintrusive Accessibility in Inclusive Higher Education,119--126,,8.0,"Accessibility, e-learning, multimedia, nonintrusive accessibility, search engine optimization, usability",10.1145/3019943.3019961,,,,,,,2016.0,,Proceedings of the 7th International Conference on Software Development and Technologies for Enhancing Accessibility and Fighting Info-exclusion,DSAI 2016,,978-1-4503-4748-8,"Vila Real, Portugal",ACM,"New York, NY, USA",software engineering accessibility education
25,50,article,1953291,Thomas R. Gross,,,,Breadth in Depth: A 1st Year Introduction to Parallel Programming,435--440,,6.0,"cs education, parallel programming, software engineering",10.1145/1953163.1953291,,,,,,,2011.0,,Proceedings of the 42Nd ACM Technical Symposium on Computer Science Education,SIGCSE '11,,978-1-4503-0500-6,"Dallas, TX, USA",ACM,"New York, NY, USA",software engineering accessibility education
27,56,article,2897594,Olaa  Alsaedi and Zachary  Toups and Jonathan  Cook,,,,Can a Team Coordination Game Help Student Software Project Teams?,33--39,,7.0,"game based education, software engineering education, team coordination",10.1145/2897586.2897594,,,,,,,2016.0,,Proceedings of the 9th International Workshop on Cooperative and Human Aspects of Software Engineering,CHASE '16,,978-1-4503-4155-4,"Austin, Texas",ACM,"New York, NY, USA",software engineering accessibility education
43,87,article,2819048,Farshid  Anvari and Deborah  Richards and Michael  Hitchens and Muhammad Ali Babar,,,,Effectiveness of Persona with Personality Traits on Conceptual Design,263--272,,10.0,"conceptual design, persona, personality, software engineering education, user-centered design",,,,,,,,2015.0,,Proceedings of the 37th International Conference on Software Engineering - Volume 2,ICSE '15,,,"Florence, Italy",IEEE Press,"Piscataway, NJ, USA",software engineering accessibility education
44,88,article,2844618,Yang  Li and Stephan  Krusche and Christian  Lescher and Bernd  Bruegge,,,,Teaching Global Software Engineering by Simulating a Global Project in the Classroom,187--192,,6.0,"classroom, education, global software engineering, project management, simulation",10.1145/2839509.2844618,,,,,,,2016.0,,Proceedings of the 47th ACM Technical Symposium on Computing Science Education,SIGCSE '16,,978-1-4503-3685-7,"Memphis, Tennessee, USA",ACM,"New York, NY, USA",software engineering accessibility education
48,98,article,2047475,Behzad Joze Hashemian,,,,Analyzing Web Accessibility in Finnish Higher Education,8--16,,9.0,"Finnish education system, WCAG, disability, web accessibility",10.1145/2047473.2047475,SIGACCESS Access. Comput.,September 2011,,101,,September,2011.0,1558-2337,,,,,,ACM,"New York, NY, USA",software engineering accessibility education
66,135,article,2670788,Leigh Ann DeLyser,,,,Software Engineering Students in the City,37--42,,6.0,"K12 computer science, attitudes, growth mindset, software engineering education",10.1145/2670757.2670788,,,,,,,2014.0,,Proceedings of the 9th Workshop in Primary and Secondary Computing Education,WiPSCE '14,,978-1-4503-3250-7,"Berlin, Germany",ACM,"New York, NY, USA",software engineering accessibility education
73,148,article,1641325,Roberto A. Lotufo and Rubens C. Machado and Andr&#233;  K&#246;rbes and Rafael G. Ramos,,,,Adessowiki On-line Collaborative Scientific Programming Platform,10:1--10:6,10.0,6.0,"Wiki, collaborative programming, software engineering",10.1145/1641309.1641325,,,,,,,2009.0,,Proceedings of the 5th International Symposium on Wikis and Open Collaboration,WikiSym '09,,978-1-60558-730-1,"Orlando, Florida",ACM,"New York, NY, USA",software engineering accessibility education
79,157,article,2282357,Leonardo G. de Freitas and Luiggi Monteiro Reffatti and Igor Rafael de Sousa and Anderson C. Cardoso and Carla Denise Castanho and Rodrigo  Bonif&#225;cio and Guilherme N. Ramos,,,,Gear2D: An Extensible Component-based Game Engine,81--88,,8.0,"Gear2D, game engine, software reuse",10.1145/2282338.2282357,,,,,,,2012.0,,Proceedings of the International Conference on the Foundations of Digital Games,FDG '12,,978-1-4503-1333-9,"Raleigh, North Carolina",ACM,"New York, NY, USA",software engineering accessibility education
81,161,article,1352217,Ray  Bareiss and Martin  Griss,,,,"A Story-centered, Learn-by-doing Approach to Software Engineering Education",221--225,,5.0,"active learning, learning by doing, software engineering education, story-centered curricula",10.1145/1352322.1352217,SIGCSE Bull.,March 2008,40,1,,March,2008.0,0097-8418,,,,,,ACM,"New York, NY, USA",software engineering accessibility education
85,170,article,2667082,Lydia  Schneidewind and Stephan  H&#246;rold and Cindy  Mayas and Heidi  Kr&#246;mker and Sascha  Falke and Tony  Pucklitsch,,,,How Personas Support Requirements Engineering,1--5,,5.0,"persona technique, requirements engineering, software engineering",,,,,,,,2012.0,,Proceedings of the First International Workshop on Usability and Accessibility Focused Requirements Engineering,UsARE '12,,978-1-4673-1846-4,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA",software engineering accessibility education
93,183,article,2647357,Jeffrey P. Bigham,,,,Making the Web Easier to See with Opportunistic Accessibility Improvement,117--122,,6.0,"accessibility, low vision, magnification, zoom",10.1145/2642918.2647357,,,,,,,2014.0,,Proceedings of the 27th Annual ACM Symposium on User Interface Software and Technology,UIST '14,,978-1-4503-3069-5,"Honolulu, Hawaii, USA",ACM,"New York, NY, USA",software engineering accessibility education
103,203,article,2382767,Tiziana  Catarci and Anna  Perini and Norbert  Seyff and Shah Rukh Humayoun and Nauman Ahmed Qureshi,,,,First International Workshop on Usability and Accessibility Focused Requirements Engineering (UsARE 2012): Summary Report,1--9,,9.0,"accessibility, requirements engineering (RE), software development, usability",10.1145/2382756.2382767,SIGSOFT Softw. Eng. Notes,November 2012,37,6,,January,2013.0,0163-5948,,,,,,ACM,"New York, NY, USA",software engineering accessibility education
104,204,article,1296864,Dominique  Archambault and Bernhard  St&#246;ger and Mario  Batusic and Claudia  Fahrengruber and Klaus  Miesenberger,,,,A Software Model to Support Collaborative Mathematical Work Between Braille and Sighted Users,115--122,,8.0,"braille, collaborative work, conversion, inclusive education, mathematics",10.1145/1296843.1296864,,,,,,,2007.0,,Proceedings of the 9th International ACM SIGACCESS Conference on Computers and Accessibility,Assets '07,,978-1-59593-573-1,"Tempe, Arizona, USA",ACM,"New York, NY, USA",software engineering accessibility education
107,213,article,1370878,Mario  &#381;agar and Ivana  Bosni&#263; and Marin  Orli&#263;,,,,Enhancing Software Engineering Education: A Creative Approach,51--58,,8.0,"constructivism, e-learning, education, software engineering",10.1145/1370868.1370878,,,,,,,2008.0,,Proceedings of the 2008 International Workshop on Software Engineering in East and South Europe,SEESE '08,,978-1-60558-076-0,"Leipzig, Germany",ACM,"New York, NY, USA",software engineering accessibility education
108,214,article,337214,Stuart R. Faulk,,,,Achieving Industrial Relevance with Academic Excellence: Lessons from the Oregon Master of Software Engineering,293--302,,10.0,"curriculum design, industrial relevance, software engineering education",10.1145/337180.337214,,,,,,,2000.0,,Proceedings of the 22Nd International Conference on Software Engineering,ICSE '00,,1-58113-206-9,"Limerick, Ireland",ACM,"New York, NY, USA",software engineering accessibility education
110,218,article,3012611,Pablo  Delatorre and Alberto  Salguero,,,,Training to Capture Software Requirements by Role Playing,811--818,,8.0,"client, education, interview, requirements, roleplay, software engineering",10.1145/3012430.3012611,,,,,,,2016.0,,Proceedings of the Fourth International Conference on Technological Ecosystems for Enhancing Multiculturality,TEEM '16,,978-1-4503-4747-1,"Salamanca, Spain",ACM,"New York, NY, USA",software engineering accessibility education
111,219,article,3063971,Yanchun  Sun and Chao  Xin,,,,Using Coursera Clickstream Data to Improve Online Education for Software Engineering,16:1--16:6,16.0,6.0,"clickstream data, online education, software engineering",10.1145/3063955.3063971,,,,,,,2017.0,,Proceedings of the ACM Turing 50th Celebration Conference - China,ACM TUR-C '17,,978-1-4503-4873-7,"Shanghai, China",ACM,"New York, NY, USA",software engineering accessibility education
112,221,article,1082428,Nicole  Clark,,,,Evaluating Student Teams Developing Unique Industry Projects,21--30,,10.0,"assessment, education, industry projects, software engineering, teamwork",,,,,,,,2005.0,,Proceedings of the 7th Australasian Conference on Computing Education - Volume 42,ACE '05,,1-920682-24-4,"Newcastle, New South Wales, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia",software engineering accessibility education
113,223,article,1862228,David  Carrington and Soon-Kyeong  Kim and Paul  Strooper,,,,An Experience Report on Using Collaboration Technologies for Distance and On-campus Learning,45--52,,8.0,"blended learning, collaboration technology, software engineering education",,,,,,,,2010.0,,Proceedings of the Twelfth Australasian Conference on Computing Education - Volume 103,ACE '10,,978-1-920682-84-2,"Brisbane, Australia","Australian Computer Society, Inc.","Darlinghurst, Australia, Australia",software engineering accessibility education
114,224,article,359118,Stavros N. Busenberg and Wing C. Tam,,,,An Academic Program Providing Realistic Training in Software Engineering,341--345,,5.0,"software engineering, software engineering education, software engineering skills, software projects, student teams",10.1145/359114.359118,Commun. ACM,June 1979,22,6,,June,1979.0,0001-0782,,,,,,ACM,"New York, NY, USA",software engineering accessibility education
118,230,article,809941,Allan R. Moore and Richard S. Kopp,,,,Educational Experiences in Industrial Software Engineering,118--122,,5.0,"Computer science, Industrial education, Software engineering",10.1145/800176.809941,,,,,,,1980.0,,Proceedings of the ACM 1980 Annual Conference,ACM '80,,0-89791-028-1,,ACM,"New York, NY, USA",software engineering accessibility education
