type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc,keyword
article,1508887,Lillian N. Cassel and Richard H. Austing and Elliott  Koffman,,,,SIGCSE: From the Beginnings to a Bright Future,64--64,,1,"computing education, curriculum, sigcse",10.1145/1508865.1508887,,,,,,,2009,,Proceedings of the 40th ACM Technical Symposium on Computer Science Education,SIGCSE '09,,978-1-60558-183-5,"Chattanooga, TN, USA",ACM,"New York, NY, USA",computing education strategies
article,2872275,Christopher D. Hundhausen,,,,Keeping TOCE on a Positive Trajectory,1e:1--1e:3,1e,3,Computing education research,10.1145/2872275,Trans. Comput. Educ.,Feb-16,16,1,,February,2016,1946-6226,,,,,,ACM,"New York, NY, USA",computing education strategies
article,268789,Tajudeen A. Atolagbe and Vlatka  Hlupic and Simon J. E. Taylor and Ray J. Paul,,,,Interactive Strategies for Developing Intuitive Knowledge As Basis for Simulation Modeling Education,1394--1402,,9,,10.1145/268437.268789,,,,,,,1997,,Proceedings of the 29th Conference on Winter Simulation,WSC '97,,0-7803-4278-X,"Atlanta, Georgia, USA",IEEE Computer Society,"Washington, DC, USA",computing education strategies
article,3017733,Sohum  Sohoni and Scotty D. Craig and Shaowen  Lu,,,,Impact of Prior Exposure to the PLP Instruction Set Architecture in a Computer Architecture Course,555--560,,6,"computer architecture, computer science education, courseware, educational technology, engineering education",10.1145/3017680.3017733,,,,,,,2017,,Proceedings of the 2017 ACM SIGCSE Technical Symposium on Computer Science Education,SIGCSE '17,,978-1-4503-4698-6,"Seattle, Washington, USA",ACM,"New York, NY, USA",computing education strategies
article,2591762,Jacqueline  Whalley and Nadia  Kasto,,,,A Qualitative Think-aloud Study of Novice Programmers' Code Writing Strategies,279--284,,6,"novice programmers, schemas, think aloud, vygotsky",10.1145/2591708.2591762,,,,,,,2014,,Proceedings of the 2014 Conference on Innovation &#38; Technology in Computer Science Education,ITiCSE '14,,978-1-4503-2833-3,"Uppsala, Sweden",ACM,"New York, NY, USA",computing education strategies
article,803366,Asad  Khailany,,,,Alternative Teaching Strategy for an Introductory Computer Language Course,93--95,,3,,10.1145/382063.803366,SIGCSE Bull.,Feb-77,9,1,,February,1977,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,803366,Asad  Khailany,,,,Alternative Teaching Strategy for an Introductory Computer Language Course,93--95,,3,,10.1145/800104.803366,,,,,,,1977,,Proceedings of the Seventh SIGCSE Technical Symposium on Computer Science Education,SIGCSE '77,,,"Atlanta, Georgia, USA",ACM,"New York, NY, USA",computing education strategies
article,2047653,David Matthew Whittinghill and Kyle D. Lutes,,,,Teaching Enterprise Application Development: Strategies and Challenges,221--226,,6,"education, enterprise application development, teaching",10.1145/2047594.2047653,,,,,,,2011,,Proceedings of the 2011 Conference on Information Technology Education,SIGITE '11,,978-1-4503-1017-8,"West Point, New York, USA",ACM,"New York, NY, USA",computing education strategies
article,143339,Matthew  Wall,,,,The Death of Training: New Strategies for User Education,239--244,,6,,10.1145/143164.143339,,,,,,,1992,,Proceedings of the 20th Annual ACM SIGUCCS Conference on User Services,SIGUCCS '92,,0-89791-545-3,"Cleveland, Ohio, USA",ACM,"New York, NY, USA",computing education strategies
article,2544302,Shiva  Azadegan and Josh  Dehlinger and Siddharth  Kaza,,,,Revitalizing the Computer Science Undergraduate Curriculum Inside and Outside of the Classroom Using Mobile Computing Platforms (Abstract Only),713--713,,1,"computer science education, mobile computing",10.1145/2538862.2544302,,,,,,,2014,,Proceedings of the 45th ACM Technical Symposium on Computer Science Education,SIGCSE '14,,978-1-4503-2605-6,"Atlanta, Georgia, USA",ACM,"New York, NY, USA",computing education strategies
article,2184628,Jeff  Gray and Hal  Abelson and David  Wolber and Michelle  Friend,,,,Teaching CS Principles with App Inventor,405--406,,2,"computer science education, mobile computing",10.1145/2184512.2184628,,,,,,,2012,,Proceedings of the 50th Annual Southeast Regional Conference,ACM-SE '12,,978-1-4503-1203-5,"Tuscaloosa, Alabama",ACM,"New York, NY, USA",computing education strategies
article,588723,John V. Samuel and Christopher S. Peebles and Takuya  Noguchi and Craig A. Stewart,,,,Gauging IT Support Strategies: User Needs then and Now,284--285,,2,"assessing changes, computing support, computing support needs, user input, user needs, user survey",10.1145/588646.588723,,,,,,,2002,,Proceedings of the 30th Annual ACM SIGUCCS Conference on User Services,SIGUCCS '02,,1-58113-564-5,"Providence, Rhode Island, USA",ACM,"New York, NY, USA",computing education strategies
article,1734307,Scott  Grissom and Joan  Peckham and Harriet  Taylor and Guy-Alain  Amoussou and Victor  Piotrowski,,,,Understanding NSF Funding Opportunities,129--130,,2,"awards, education, grants, national science foundation, proposals",10.1145/1734263.1734307,,,,,,,2010,,Proceedings of the 41st ACM Technical Symposium on Computer Science Education,SIGCSE '10,,978-1-4503-0006-3,"Milwaukee, Wisconsin, USA",ACM,"New York, NY, USA",computing education strategies
article,2157252,Victor  Piotrowski and Suzanne  Westbrook and Mimi  McClure and Jeff  Forbes and Harriet  Taylor,,,,Understanding NSF Funding Opportunities,397--398,,2,"awards, education, grants, national science foundation, proposals",10.1145/2157136.2157252,,,,,,,2012,,Proceedings of the 43rd ACM Technical Symposium on Computer Science Education,SIGCSE '12,,978-1-4503-1098-7,"Raleigh, North Carolina, USA",ACM,"New York, NY, USA",computing education strategies
article,1806530,Joseph  Jeffery,,,,Breaking the Mold: Why Computer Science Needs to Be a Fundamental Science Within the BC Curriculum,12:1--12:3,12,3,"K-12, computer science, education, information technology, teaching",10.1145/1806512.1806530,,,,,,,2010,,Proceedings of the 15th Western Canadian Conference on Computing Education,WCCCE '10,,978-1-4503-0098-8,"Kelowna, British Columbia, Canada",ACM,"New York, NY, USA",computing education strategies
article,3073001,Jorge  Guerra Guerra and Armando  Fermin Perez,,,,Alignment of Undergraduate Curriculum for Learning IoT in a Computer Science Faculty,362--362,,1,"arduino, computer science education, iot education",10.1145/3059009.3073001,,,,,,,2017,,Proceedings of the 2017 ACM Conference on Innovation and Technology in Computer Science Education,ITiCSE '17,,978-1-4503-4704-4,"Bologna, Italy",ACM,"New York, NY, USA",computing education strategies
article,3027426,Michal  Huptych and Michal  Bohuslavek and Martin  Hlosta and Zdenek  Zdrahal,,,,Measures for Recommendations Based on Past Students' Activity,404--408,,5,"effort, learning analytics, learning strategy, recommendation, relevance, student retention",10.1145/3027385.3027426,,,,,,,2017,,Proceedings of the Seventh International Learning Analytics &#38; Knowledge Conference,LAK '17,,978-1-4503-4870-6,"Vancouver, British Columbia, Canada",ACM,"New York, NY, USA",computing education strategies
article,2325303,Acey  Boyce and Antoine  Campbell and Shaun  Pickford and Dustin  Culler and Tiffany  Barnes,,,,Maximizing Learning and Guiding Behavior in Free Play User Generated Content Environments,10--15,,6,"education, evaluation, game development, motivation",10.1145/2325296.2325303,,,,,,,2012,,Proceedings of the 17th ACM Annual Conference on Innovation and Technology in Computer Science Education,ITiCSE '12,,978-1-4503-1246-2,"Haifa, Israel",ACM,"New York, NY, USA",computing education strategies
article,2361310,Nadia  Kasto,,,,The Development of Knowledge in Novice Programmers,159--160,,2,"cognitive development, educational models, novice programmers",10.1145/2361276.2361310,,,,,,,2012,,Proceedings of the Ninth Annual International Conference on International Computing Education Research,ICER '12,,978-1-4503-1604-0,"Auckland, New Zealand",ACM,"New York, NY, USA",computing education strategies
article,3105550,Marcello  Missiroli and Daniel  Russo and Paolo  Ciancarini,,,,Agile for Millennials: A Comparative Study,47--53,,7,"K-12 education, scrum, software engineering education, waterfall",10.1109/SECM.2017.7,,,,,,,2017,,Proceedings of the 1st International Workshop on Software Engineering Curricula for Millennials,SECM '17,,978-1-5386-2795-2,"Buenos Aires, Argentina",IEEE Press,"Piscataway, NJ, USA",computing education strategies
article,2874319,Elena L. Glassman and Robert C. Miller,,,,Leveraging Learners for Teaching Programming and Hardware Design at Scale,37--40,,4,"crowdsourcing, education, learnersourcing, learning at scale",10.1145/2818052.2874319,,,,,,,2016,,Proceedings of the 19th ACM Conference on Computer Supported Cooperative Work and Social Computing Companion,CSCW '16 Companion,,978-1-4503-3950-6,"San Francisco, California, USA",ACM,"New York, NY, USA",computing education strategies
article,1179313,Michele D. Dickey,,,,Ninja Looting for Instructional Design: The Design Challenges of Creating a Game-based Learning Environment,,17,,"education, game design, instructional design",10.1145/1179295.1179313,,,,,,,2006,,ACM SIGGRAPH 2006 Educators Program,SIGGRAPH '06,,1-59593-364-6,"Boston, Massachusetts",ACM,"New York, NY, USA",computing education strategies
article,182104,Robert  Lipton,,,,Teaching Mathematics Using Technology Strategies,14--21,,8,,10.1145/182107.182104,SIGCUE Outlook,Jan-94,22,1,,January,1994,0163-5735,,,,,,ACM,"New York, NY, USA",computing education strategies
article,2949586,Linda  Akli and Jay  Alameda and Steven I. Gordon and Marcela  Madrid and Lorna  Rivera,,,,XSEDE Training: Achieving Access and Inclusion,55:1--55:6,55,6,"Education, Evaluation, Training, Workforce Diversity",10.1145/2949550.2949586,,,,,,,2016,,"Proceedings of the XSEDE16 Conference on Diversity, Big Data, and Science at Scale",XSEDE16,,978-1-4503-4755-6,"Miami, USA",ACM,"New York, NY, USA",computing education strategies
article,1062581,Matthew J. Hawthorne and Dewayne E. Perry,,,,"Software Engineering Education in the Era of Outsourcing, Distributed Development, and Open Source Software: Challenges and Opportunities",643--644,,2,"computer science education, contextual learning, education, informatics, software engineering education",10.1145/1062455.1062581,,,,,,,2005,,Proceedings of the 27th International Conference on Software Engineering,ICSE '05,,1-58113-963-2,"St. Louis, MO, USA",ACM,"New York, NY, USA",computing education strategies
article,2016794,Steven I. Gordon and Judith  Gardiner,,,,Coming to Consensus on Competencies for Petascale Computing Education and Training,49:1--49:2,49,2,"certification, computational science, curriculum, education, educational competencies",10.1145/2016741.2016794,,,,,,,2011,,Proceedings of the 2011 TeraGrid Conference: Extreme Digital Discovery,TG '11,,978-1-4503-0888-5,"Salt Lake City, Utah",ACM,"New York, NY, USA",computing education strategies
article,1083468,Orit  Hazzan,,,,Professional Development Workshop for Female Software Engineers,75--79,,5,"computer science education, gender, software engineering education",10.1145/1083431.1083468,SIGCSE Bull.,Jun-05,37,2,,June,2005,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,2532751,Ben  Gibson and Tim  Bell,,,,Evaluation of Games for Teaching Computer Science,51--60,,10,"computer science education, educational games, play",10.1145/2532748.2532751,,,,,,,2013,,Proceedings of the 8th Workshop in Primary and Secondary Computing Education,WiPSE '13,,978-1-4503-2455-7,"Aarhus, Denmark",ACM,"New York, NY, USA",computing education strategies
article,2537777,Douglas  Baldwin and Henry M. Walker and Peter B. Henderson,,,,The Roles of Mathematics in Computer Science,74--80,,7,"computer science education, mathematics, software engineering education",10.1145/2537753.2537777,ACM Inroads,Dec-13,4,4,,December,2013,2153-2184,,,,,,ACM,"New York, NY, USA",computing education strategies
article,2602230,Mohan  Tanniru,,,,Sourcing Strategy and Cross-organizational Career Development,77--77,,1,"inter-organizational partnerships, knowledge retention, sourcing strategy, talent management",10.1145/2599990.2602230,,,,,,,2014,,Proceedings of the 52Nd ACM Conference on Computers and People Research,SIGSIM-CPR '14,,978-1-4503-2625-4,"Singapore, Singapore",ACM,"New York, NY, USA",computing education strategies
article,1067567,David G. Kay and Andr&#233;  van der Hoek and Debra J. Richardson,,,,Extending Undergraduate CS Programs with Informatics: Emphasizing Software and System Design in Context,367--367,,1,"computer science education, contextual learning, education, informatics, software engineering education",10.1145/1151954.1067567,SIGCSE Bull.,Sep-05,37,3,,June,2005,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,1067567,David G. Kay and Andr&#233;  van der Hoek and Debra J. Richardson,,,,Extending Undergraduate CS Programs with Informatics: Emphasizing Software and System Design in Context,367--367,,1,"computer science education, contextual learning, education, informatics, software engineering education",10.1145/1067445.1067567,,,,,,,2005,,Proceedings of the 10th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education,ITiCSE '05,,1-59593-024-8,"Caparica, Portugal",ACM,"New York, NY, USA",computing education strategies
article,305953,Alison  Young and Donald  Joyce,,,,Innovation in Post Graduate Computer Science Education,205--,,,"computer science, education, postgraduate",10.1145/384267.305953,SIGCSE Bull.,Sept. 1999,31,3,,June,1999,0097-8418,,,,,,ACM,"New York, NY, USA",computing education strategies
article,305953,Alison  Young and Donald  Joyce,,,,Innovation in Post Graduate Computer Science Education,205--,,,"computer science, education, postgraduate",10.1145/305786.305953,,,,,,,1999,,Proceedings of the 4th Annual SIGCSE/SIGCUE ITiCSE Conference on Innovation and Technology in Computer Science Education,ITiCSE '99,,1-58113-087-2,"Cracow, Poland",ACM,"New York, NY, USA",computing education strategies
article,1999839,James  Wolfer,,,,A Medical Motif for Teaching Computer Graphics in Context,328--328,,1,"computer graphics, education, medical",10.1145/1999747.1999839,,,,,,,2011,,Proceedings of the 16th Annual Joint Conference on Innovation and Technology in Computer Science Education,ITiCSE '11,,978-1-4503-0697-3,"Darmstadt, Germany",ACM,"New York, NY, USA",computing education strategies
